fact_id,subject,predicate,object,truth_value,subject_short,predicate_short,object_short
http://swc2017.aksw.org/task2/dataset/3212902,http://dbpedia.org/resource/Jonathan_Isaac,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,1.0,Jonathan_Isaac,team,Orlando_Magic
http://swc2017.aksw.org/task2/dataset/3213073,http://dbpedia.org/resource/Markelle_Fultz,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,1.0,Markelle_Fultz,team,Orlando_Magic
http://swc2017.aksw.org/task2/dataset/3213081,http://dbpedia.org/resource/Pau_Gasol,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,0.0,Pau_Gasol,team,Orlando_Magic
http://swc2017.aksw.org/task2/dataset/3213143,http://dbpedia.org/resource/Luis_Scola,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0.0,Luis_Scola,team,Utah_Jazz
http://swc2017.aksw.org/task2/dataset/3213194,http://dbpedia.org/resource/Pau_Gasol,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Indiana_Pacers,0.0,Pau_Gasol,team,Indiana_Pacers
http://swc2017.aksw.org/task2/dataset/3213978,http://dbpedia.org/resource/Cam_Reddish,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,1.0,Cam_Reddish,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3214012,http://dbpedia.org/resource/Menachem_Begin,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Israel,0.0,Menachem_Begin,team,Israel
http://swc2017.aksw.org/task2/dataset/3214221,http://dbpedia.org/resource/JaVale_McGee,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,1.0,JaVale_McGee,team,Phoenix_Suns
http://swc2017.aksw.org/task2/dataset/3214356,http://dbpedia.org/resource/On_the_Waterfront,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Marlon_Brando,0.0,On_the_Waterfront,team,Marlon_Brando
http://swc2017.aksw.org/task2/dataset/3214422,http://dbpedia.org/resource/Mike_Miller_(basketball_player),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,0.0,Mike_Miller_(basketball_player),team,Dallas_Mavericks
http://swc2017.aksw.org/task2/dataset/3214569,http://dbpedia.org/resource/Martell_Webster,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Bobcats,0.0,Martell_Webster,team,Charlotte_Bobcats
http://swc2017.aksw.org/task2/dataset/3214933,http://dbpedia.org/resource/Kenyon_Martin,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0.0,Kenyon_Martin,team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3215136,http://dbpedia.org/resource/Metta_World_Peace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,0.0,Metta_World_Peace,team,Boston_Celtics
http://swc2017.aksw.org/task2/dataset/3215358,http://dbpedia.org/resource/Charlie_Villanueva,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0.0,Charlie_Villanueva,team,Chicago_Bulls
http://swc2017.aksw.org/task2/dataset/3215488,http://dbpedia.org/resource/Deron_Williams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,0.0,Deron_Williams,team,Golden_State_Warriors
http://swc2017.aksw.org/task2/dataset/3216094,http://dbpedia.org/resource/Allen_Crabbe,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Westchester_Knicks,1.0,Allen_Crabbe,team,Westchester_Knicks
http://swc2017.aksw.org/task2/dataset/3216376,http://dbpedia.org/resource/Troy_Daniels,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Olimpia_Milano,1.0,Troy_Daniels,team,Olimpia_Milano
http://swc2017.aksw.org/task2/dataset/3216513,http://dbpedia.org/resource/Jordan_Bone,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Beşiktaş_J.K._(men's_basketball),1.0,Jordan_Bone,team,Beşiktaş_J.K._(men's_basketball)
http://swc2017.aksw.org/task2/dataset/3216614,http://dbpedia.org/resource/D'Angelo_Russell,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1.0,D'Angelo_Russell,team,Minnesota_Timberwolves
http://swc2017.aksw.org/task2/dataset/3216843,http://dbpedia.org/resource/Mike_Miller_(basketball_player),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,0.0,Mike_Miller_(basketball_player),team,Los_Angeles_Clippers
http://swc2017.aksw.org/task2/dataset/3216872,http://dbpedia.org/resource/Daryl_Macon,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Panathinaikos_B.C.,1.0,Daryl_Macon,team,Panathinaikos_B.C.
http://swc2017.aksw.org/task2/dataset/3217089,http://dbpedia.org/resource/Shane_Battier,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Bobcats,0.0,Shane_Battier,team,Charlotte_Bobcats
http://swc2017.aksw.org/task2/dataset/3217830,http://dbpedia.org/resource/Michael_Kidd-Gilchrist,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Hornets,1.0,Michael_Kidd-Gilchrist,team,Charlotte_Hornets
http://swc2017.aksw.org/task2/dataset/3218245,http://dbpedia.org/resource/Carlos_Boozer,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0.0,Carlos_Boozer,team,Portland_Trail_Blazers
http://swc2017.aksw.org/task2/dataset/3218641,http://dbpedia.org/resource/Ben_Gordon,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Bobcats,0.0,Ben_Gordon,team,Charlotte_Bobcats
http://swc2017.aksw.org/task2/dataset/3219000,http://dbpedia.org/resource/Frank_Jackson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_Orleans_Pelicans,1.0,Frank_Jackson,team,New_Orleans_Pelicans
http://swc2017.aksw.org/task2/dataset/3219340,http://dbpedia.org/resource/Shane_Battier,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Bobcats,0.0,Shane_Battier,team,Charlotte_Bobcats
http://swc2017.aksw.org/task2/dataset/3220157,http://dbpedia.org/resource/Andrew_Bynum,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0.0,Andrew_Bynum,team,Portland_Trail_Blazers
http://swc2017.aksw.org/task2/dataset/3220315,http://dbpedia.org/resource/Naz_Mitrou-Long,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Pallacanestro_Brescia,1.0,Naz_Mitrou-Long,team,Pallacanestro_Brescia
http://swc2017.aksw.org/task2/dataset/3220473,http://dbpedia.org/resource/LeBron_James,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1.0,LeBron_James,team,Los_Angeles_Lakers
http://swc2017.aksw.org/task2/dataset/3220634,http://dbpedia.org/resource/Andre_Roberson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1.0,Andre_Roberson,team,Oklahoma_City_Thunder
http://swc2017.aksw.org/task2/dataset/3220723,http://dbpedia.org/resource/Ruud_Lubbers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Netherlands,0.0,Ruud_Lubbers,team,Netherlands
http://swc2017.aksw.org/task2/dataset/3220896,http://dbpedia.org/resource/Thomas_Bryant,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1.0,Thomas_Bryant,team,Washington_Wizards
http://swc2017.aksw.org/task2/dataset/3220965,http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1.0,Tyson_Chandler,team,Dallas_Mavericks
http://swc2017.aksw.org/task2/dataset/3221242,http://dbpedia.org/resource/J._R._Smith,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0.0,J._R._Smith,team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3221316,http://dbpedia.org/resource/Raymond_Felton,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sacramento_Kings,0.0,Raymond_Felton,team,Sacramento_Kings
http://swc2017.aksw.org/task2/dataset/3221317,http://dbpedia.org/resource/Maxi_Kleber,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1.0,Maxi_Kleber,team,Dallas_Mavericks
http://swc2017.aksw.org/task2/dataset/3222198,http://dbpedia.org/resource/Nene,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,1.0,Nene,team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3223766,http://dbpedia.org/resource/Chris_Kaman,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,0.0,Chris_Kaman,team,Los_Angeles_Lakers
http://swc2017.aksw.org/task2/dataset/3224348,http://dbpedia.org/resource/Kamal_Haasan,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Paramakudi,0.0,Kamal_Haasan,team,Paramakudi
http://swc2017.aksw.org/task2/dataset/3225165,http://dbpedia.org/resource/Nazr_Mohammed,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,0.0,Nazr_Mohammed,team,Golden_State_Warriors
http://swc2017.aksw.org/task2/dataset/3225305,http://dbpedia.org/resource/Gerald_Wallace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Indiana_Pacers,0.0,Gerald_Wallace,team,Indiana_Pacers
http://swc2017.aksw.org/task2/dataset/3226691,http://dbpedia.org/resource/David_Lee_(basketball),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0.0,David_Lee_(basketball),team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3227333,http://dbpedia.org/resource/LeBron_James,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,0.0,LeBron_James,team,Philadelphia_76ers
http://swc2017.aksw.org/task2/dataset/3227374,http://dbpedia.org/resource/Richard_Jefferson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0.0,Richard_Jefferson,team,Chicago_Bulls
http://swc2017.aksw.org/task2/dataset/3229734,http://dbpedia.org/resource/Bismack_Biyombo,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,1.0,Bismack_Biyombo,team,Phoenix_Suns
http://swc2017.aksw.org/task2/dataset/3231536,http://dbpedia.org/resource/Derek_Fisher,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_Orleans_Hornets,0.0,Derek_Fisher,team,New_Orleans_Hornets
http://swc2017.aksw.org/task2/dataset/3231697,http://dbpedia.org/resource/Alize_Johnson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Indiana_Pacers,1.0,Alize_Johnson,team,Indiana_Pacers
http://swc2017.aksw.org/task2/dataset/3231935,http://dbpedia.org/resource/Derek_Fisher,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,0.0,Derek_Fisher,team,Memphis_Grizzlies
http://swc2017.aksw.org/task2/dataset/3234415,http://dbpedia.org/resource/Tayshaun_Prince,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0.0,Tayshaun_Prince,team,Chicago_Bulls
http://swc2017.aksw.org/task2/dataset/3234828,http://dbpedia.org/resource/Andris_Biedriņš,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,0.0,Andris_Biedriņš,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3234842,http://dbpedia.org/resource/Ryan_Anderson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,1.0,Ryan_Anderson,team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3236962,http://dbpedia.org/resource/Marvin_Williams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Hornets,1.0,Marvin_Williams,team,Charlotte_Hornets
http://swc2017.aksw.org/task2/dataset/3237070,http://dbpedia.org/resource/Dwight_Howard,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,0.0,Dwight_Howard,team,Phoenix_Suns
http://swc2017.aksw.org/task2/dataset/3238061,http://dbpedia.org/resource/Lonnie_Walker_IV,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,1.0,Lonnie_Walker_IV,team,San_Antonio_Spurs
http://swc2017.aksw.org/task2/dataset/3238547,http://dbpedia.org/resource/Omari_Spellman,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Anyang_KGC,1.0,Omari_Spellman,team,Anyang_KGC
http://swc2017.aksw.org/task2/dataset/3238680,http://dbpedia.org/resource/Raymond_Felton,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,0.0,Raymond_Felton,team,Minnesota_Timberwolves
http://swc2017.aksw.org/task2/dataset/3238810,http://dbpedia.org/resource/Rasheed_Wallace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,0.0,Rasheed_Wallace,team,Los_Angeles_Clippers
http://swc2017.aksw.org/task2/dataset/3239035,"http://dbpedia.org/resource/Mike_Dunleavy,_Jr.",http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Cleveland_Cavaliers,0.0,"Mike_Dunleavy,_Jr.",team,Cleveland_Cavaliers
http://swc2017.aksw.org/task2/dataset/3239270,http://dbpedia.org/resource/Dario_Saric,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,1.0,Dario_Saric,team,Phoenix_Suns
http://swc2017.aksw.org/task2/dataset/3239911,http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,0.0,Shaun_Livingston,team,Boston_Celtics
http://swc2017.aksw.org/task2/dataset/3240768,http://dbpedia.org/resource/DeMarcus_Cousins,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1.0,DeMarcus_Cousins,team,Denver_Nuggets
http://swc2017.aksw.org/task2/dataset/3241038,http://dbpedia.org/resource/Darius_Bazley,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1.0,Darius_Bazley,team,Oklahoma_City_Thunder
http://swc2017.aksw.org/task2/dataset/3241167,http://dbpedia.org/resource/Mike_Miller_(basketball_player),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0.0,Mike_Miller_(basketball_player),team,Chicago_Bulls
http://swc2017.aksw.org/task2/dataset/3241601,http://dbpedia.org/resource/Andrei_Kirilenko,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Bobcats,0.0,Andrei_Kirilenko,team,Charlotte_Bobcats
http://swc2017.aksw.org/task2/dataset/3243613,http://dbpedia.org/resource/Grayson_Allen,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Milwaukee_Bucks,1.0,Grayson_Allen,team,Milwaukee_Bucks
http://swc2017.aksw.org/task2/dataset/3243743,http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0.0,Steve_Blake,team,Detroit_Pistons
http://swc2017.aksw.org/task2/dataset/3244716,http://dbpedia.org/resource/Jared_Harper,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Birmingham_Squadron,1.0,Jared_Harper,team,Birmingham_Squadron
http://swc2017.aksw.org/task2/dataset/3244930,http://dbpedia.org/resource/Dean_Wade,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Cleveland_Cavaliers,1.0,Dean_Wade,team,Cleveland_Cavaliers
http://swc2017.aksw.org/task2/dataset/3245078,http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,0.0,Jason_Terry,team,Los_Angeles_Lakers
http://swc2017.aksw.org/task2/dataset/3245364,http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Alexondra_Lee,0.0,Stephen_Dunham,team,Alexondra_Lee
http://swc2017.aksw.org/task2/dataset/3245646,http://dbpedia.org/resource/Curtis_Mayfield,http://dbpedia.org/ontology/team,"http://dbpedia.org/resource/Roswell,_Georgia",0.0,Curtis_Mayfield,team,"Roswell,_Georgia"
http://swc2017.aksw.org/task2/dataset/3249383,http://dbpedia.org/resource/Dewan_Hernandez,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Hapoel_Tel_Aviv_B.C.,1.0,Dewan_Hernandez,team,Hapoel_Tel_Aviv_B.C.
http://swc2017.aksw.org/task2/dataset/3250712,http://dbpedia.org/resource/Amir_Johnson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,0.0,Amir_Johnson,team,Oklahoma_City_Thunder
http://swc2017.aksw.org/task2/dataset/3250835,http://dbpedia.org/resource/Kwame_Brown,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,0.0,Kwame_Brown,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3251076,"http://dbpedia.org/resource/John_Strutt,_3rd_Baron_Rayleigh",http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0.0,"John_Strutt,_3rd_Baron_Rayleigh",team,Nobel_Prize_in_Physics
http://swc2017.aksw.org/task2/dataset/3253483,http://dbpedia.org/resource/Nikola_Jokic,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1.0,Nikola_Jokic,team,Denver_Nuggets
http://swc2017.aksw.org/task2/dataset/3256256,http://dbpedia.org/resource/Draymond_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1.0,Draymond_Green,team,Golden_State_Warriors
http://swc2017.aksw.org/task2/dataset/3257109,http://dbpedia.org/resource/Monta_Ellis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,0.0,Monta_Ellis,team,San_Antonio_Spurs
http://swc2017.aksw.org/task2/dataset/3257145,http://dbpedia.org/resource/Kristaps_Porzingis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1.0,Kristaps_Porzingis,team,Dallas_Mavericks
http://swc2017.aksw.org/task2/dataset/3257187,http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,0.0,Steve_Blake,team,Boston_Celtics
http://swc2017.aksw.org/task2/dataset/3257194,http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,0.0,Jason_Terry,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3257797,http://dbpedia.org/resource/Marc_Gasol,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Bàsquet_Girona,1.0,Marc_Gasol,team,Bàsquet_Girona
http://swc2017.aksw.org/task2/dataset/3257883,http://dbpedia.org/resource/Kwame_Brown,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,0.0,Kwame_Brown,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3258595,http://dbpedia.org/resource/Kenrich_Williams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1.0,Kenrich_Williams,team,Oklahoma_City_Thunder
http://swc2017.aksw.org/task2/dataset/3259403,http://dbpedia.org/resource/Nicolo_Melli,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_Orleans_Pelicans,1.0,Nicolo_Melli,team,New_Orleans_Pelicans
http://swc2017.aksw.org/task2/dataset/3259671,http://dbpedia.org/resource/Josh_Jackson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1.0,Josh_Jackson,team,Memphis_Grizzlies
http://swc2017.aksw.org/task2/dataset/3260703,http://dbpedia.org/resource/Ian_Mahinmi,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0.0,Ian_Mahinmi,team,Detroit_Pistons
http://swc2017.aksw.org/task2/dataset/3262641,http://dbpedia.org/resource/Dwight_Howard,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Miami_Heat,0.0,Dwight_Howard,team,Miami_Heat
http://swc2017.aksw.org/task2/dataset/3263998,http://dbpedia.org/resource/Derrick_Favors,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1.0,Derrick_Favors,team,Oklahoma_City_Thunder
http://swc2017.aksw.org/task2/dataset/3265480,http://dbpedia.org/resource/John_Lucas_III,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,0.0,John_Lucas_III,team,Boston_Celtics
http://swc2017.aksw.org/task2/dataset/3266543,http://dbpedia.org/resource/Joe_Ingles,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1.0,Joe_Ingles,team,Portland_Trail_Blazers
http://swc2017.aksw.org/task2/dataset/3266599,http://dbpedia.org/resource/Hassan_Whiteside,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,1.0,Hassan_Whiteside,team,Utah_Jazz
http://swc2017.aksw.org/task2/dataset/3268494,http://dbpedia.org/resource/Bruce_Brown,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,1.0,Bruce_Brown,team,Detroit_Pistons
http://swc2017.aksw.org/task2/dataset/3269891,http://dbpedia.org/resource/Tacko_Fall,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Cleveland_Charge,1.0,Tacko_Fall,team,Cleveland_Charge
http://swc2017.aksw.org/task2/dataset/3270479,http://dbpedia.org/resource/Metta_World_Peace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,0.0,Metta_World_Peace,team,New_York_Knicks
http://swc2017.aksw.org/task2/dataset/3270831,http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,1.0,Gerald_Green,team,Houston_Rockets
http://swc2017.aksw.org/task2/dataset/3271056,http://dbpedia.org/resource/John_Galsworthy,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0.0,John_Galsworthy,team,Nobel_Prize_in_Literature
http://swc2017.aksw.org/task2/dataset/3271326,http://dbpedia.org/resource/Willie_Cauley-Stein,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1.0,Willie_Cauley-Stein,team,Dallas_Mavericks
http://swc2017.aksw.org/task2/dataset/3272238,http://dbpedia.org/resource/Ish_Smith,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Hornets,1.0,Ish_Smith,team,Charlotte_Hornets
http://swc2017.aksw.org/task2/dataset/3275018,http://dbpedia.org/resource/Shaquille_Harrison,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Delaware_Blue_Coats,1.0,Shaquille_Harrison,team,Delaware_Blue_Coats
