fact_id,kg_exact,kg_sp_count,kg_po_count
http://swc2017.aksw.org/task2/dataset/3216376,0,0,288
http://swc2017.aksw.org/task2/dataset/3216513,0,0,242
http://swc2017.aksw.org/task2/dataset/3216614,0,1,327
http://swc2017.aksw.org/task2/dataset/3216843,0,0,473
http://swc2017.aksw.org/task2/dataset/3216872,0,1,273
http://swc2017.aksw.org/task2/dataset/3217089,0,1,0
http://swc2017.aksw.org/task2/dataset/3217830,0,0,364
http://swc2017.aksw.org/task2/dataset/3218245,0,0,443
http://swc2017.aksw.org/task2/dataset/3218641,0,0,0
http://swc2017.aksw.org/task2/dataset/3219000,0,0,290
http://swc2017.aksw.org/task2/dataset/3219340,0,1,0
http://swc2017.aksw.org/task2/dataset/3220157,0,0,443
http://swc2017.aksw.org/task2/dataset/3220315,0,1,89
http://swc2017.aksw.org/task2/dataset/3220473,1,1,506
http://swc2017.aksw.org/task2/dataset/3220634,0,0,189
http://swc2017.aksw.org/task2/dataset/3220723,0,0,8
http://swc2017.aksw.org/task2/dataset/3220896,0,0,553
http://swc2017.aksw.org/task2/dataset/3220965,0,0,443
http://swc2017.aksw.org/task2/dataset/3221242,0,0,470
http://swc2017.aksw.org/task2/dataset/3221316,0,0,544
http://swc2017.aksw.org/task2/dataset/3221317,0,1,443
http://swc2017.aksw.org/task2/dataset/3222198,0,0,470
http://swc2017.aksw.org/task2/dataset/3223766,0,0,506
http://swc2017.aksw.org/task2/dataset/3224348,0,0,0
http://swc2017.aksw.org/task2/dataset/3225165,0,1,482
http://swc2017.aksw.org/task2/dataset/3225305,0,0,439
http://swc2017.aksw.org/task2/dataset/3226691,0,0,470
http://swc2017.aksw.org/task2/dataset/3227333,0,1,592
http://swc2017.aksw.org/task2/dataset/3227374,0,0,485
http://swc2017.aksw.org/task2/dataset/3229734,0,1,499
http://swc2017.aksw.org/task2/dataset/3231536,0,0,0
http://swc2017.aksw.org/task2/dataset/3231697,0,1,439
http://swc2017.aksw.org/task2/dataset/3231935,0,0,282
http://swc2017.aksw.org/task2/dataset/3234415,0,1,485
http://swc2017.aksw.org/task2/dataset/3234828,0,0,613
http://swc2017.aksw.org/task2/dataset/3234842,0,0,470
http://swc2017.aksw.org/task2/dataset/3236962,0,0,364
http://swc2017.aksw.org/task2/dataset/3237070,0,0,499
http://swc2017.aksw.org/task2/dataset/3238061,0,1,467
http://swc2017.aksw.org/task2/dataset/3238547,0,1,0
http://swc2017.aksw.org/task2/dataset/3238680,0,0,327
http://swc2017.aksw.org/task2/dataset/3238810,0,0,473
http://swc2017.aksw.org/task2/dataset/3239035,0,0,497
http://swc2017.aksw.org/task2/dataset/3239270,0,0,499
http://swc2017.aksw.org/task2/dataset/3239911,0,0,565
http://swc2017.aksw.org/task2/dataset/3240768,0,0,480
http://swc2017.aksw.org/task2/dataset/3241038,0,0,189
http://swc2017.aksw.org/task2/dataset/3241167,0,0,485
http://swc2017.aksw.org/task2/dataset/3241601,0,0,0
http://swc2017.aksw.org/task2/dataset/3243613,0,1,517
http://swc2017.aksw.org/task2/dataset/3243743,0,0,645
http://swc2017.aksw.org/task2/dataset/3244716,0,1,89
http://swc2017.aksw.org/task2/dataset/3244930,0,0,497
http://swc2017.aksw.org/task2/dataset/3245078,0,1,506
http://swc2017.aksw.org/task2/dataset/3245364,0,0,0
http://swc2017.aksw.org/task2/dataset/3245646,0,0,0
http://swc2017.aksw.org/task2/dataset/3249383,0,1,182
http://swc2017.aksw.org/task2/dataset/3250712,0,0,189
http://swc2017.aksw.org/task2/dataset/3250835,0,0,613
http://swc2017.aksw.org/task2/dataset/3251076,0,0,0
http://swc2017.aksw.org/task2/dataset/3253483,0,0,480
http://swc2017.aksw.org/task2/dataset/3256256,1,1,482
http://swc2017.aksw.org/task2/dataset/3257109,0,0,467
http://swc2017.aksw.org/task2/dataset/3257145,0,0,443
http://swc2017.aksw.org/task2/dataset/3257187,0,0,565
http://swc2017.aksw.org/task2/dataset/3257194,0,1,613
http://swc2017.aksw.org/task2/dataset/3257797,1,1,52
http://swc2017.aksw.org/task2/dataset/3257883,0,0,613
http://swc2017.aksw.org/task2/dataset/3258595,1,1,189
http://swc2017.aksw.org/task2/dataset/3259403,0,0,290
http://swc2017.aksw.org/task2/dataset/3259671,0,0,282
http://swc2017.aksw.org/task2/dataset/3260703,0,0,645
http://swc2017.aksw.org/task2/dataset/3262641,0,0,357
http://swc2017.aksw.org/task2/dataset/3263998,0,0,189
http://swc2017.aksw.org/task2/dataset/3265480,0,1,565
http://swc2017.aksw.org/task2/dataset/3266543,0,1,443
http://swc2017.aksw.org/task2/dataset/3266599,0,1,397
http://swc2017.aksw.org/task2/dataset/3268494,0,0,645
http://swc2017.aksw.org/task2/dataset/3269891,0,1,234
http://swc2017.aksw.org/task2/dataset/3270479,0,0,613
http://swc2017.aksw.org/task2/dataset/3270831,0,0,470
http://swc2017.aksw.org/task2/dataset/3271056,0,0,0
http://swc2017.aksw.org/task2/dataset/3271326,0,0,443
http://swc2017.aksw.org/task2/dataset/3272238,0,1,364
http://swc2017.aksw.org/task2/dataset/3275018,0,1,246
http://swc2017.aksw.org/task2/dataset/3275745,0,0,473
http://swc2017.aksw.org/task2/dataset/3275768,0,0,499
http://swc2017.aksw.org/task2/dataset/3275809,0,1,467
http://swc2017.aksw.org/task2/dataset/3277627,0,0,497
http://swc2017.aksw.org/task2/dataset/3278276,0,0,443
http://swc2017.aksw.org/task2/dataset/3281322,0,1,499
http://swc2017.aksw.org/task2/dataset/3281820,0,0,473
http://swc2017.aksw.org/task2/dataset/3281835,0,1,544
http://swc2017.aksw.org/task2/dataset/3282167,0,1,506
http://swc2017.aksw.org/task2/dataset/3282975,0,0,439
http://swc2017.aksw.org/task2/dataset/3283307,0,1,482
http://swc2017.aksw.org/task2/dataset/3284273,0,1,397
http://swc2017.aksw.org/task2/dataset/3284801,0,0,553
http://swc2017.aksw.org/task2/dataset/3286124,0,1,553
http://swc2017.aksw.org/task2/dataset/3286151,0,0,282
http://swc2017.aksw.org/task2/dataset/3290029,0,0,467
http://swc2017.aksw.org/task2/dataset/3290202,0,0,443
http://swc2017.aksw.org/task2/dataset/3290380,0,0,329
http://swc2017.aksw.org/task2/dataset/3293053,0,0,645
http://swc2017.aksw.org/task2/dataset/3294145,0,0,346
http://swc2017.aksw.org/task2/dataset/3295194,0,1,346
http://swc2017.aksw.org/task2/dataset/3296557,0,0,506
http://swc2017.aksw.org/task2/dataset/3298535,1,1,517
http://swc2017.aksw.org/task2/dataset/3299186,0,0,645
http://swc2017.aksw.org/task2/dataset/3300467,0,0,31
http://swc2017.aksw.org/task2/dataset/3302152,0,0,169
http://swc2017.aksw.org/task2/dataset/3304534,0,7,31
http://swc2017.aksw.org/task2/dataset/3304928,0,0,51
http://swc2017.aksw.org/task2/dataset/3307350,0,0,31
http://swc2017.aksw.org/task2/dataset/3307475,1,2,31
http://swc2017.aksw.org/task2/dataset/3310180,0,0,31
http://swc2017.aksw.org/task2/dataset/3310193,0,0,196
http://swc2017.aksw.org/task2/dataset/3310343,0,0,0
http://swc2017.aksw.org/task2/dataset/3311093,0,0,31
http://swc2017.aksw.org/task2/dataset/3311184,0,0,169
http://swc2017.aksw.org/task2/dataset/3311256,0,0,31
http://swc2017.aksw.org/task2/dataset/3311730,0,1,31
http://swc2017.aksw.org/task2/dataset/3311983,0,0,12
http://swc2017.aksw.org/task2/dataset/3312187,0,0,31
http://swc2017.aksw.org/task2/dataset/3312444,0,16,31
http://swc2017.aksw.org/task2/dataset/3312772,0,0,31
http://swc2017.aksw.org/task2/dataset/3312774,1,5,169
http://swc2017.aksw.org/task2/dataset/3313172,1,7,31
http://swc2017.aksw.org/task2/dataset/3313415,1,3,42
http://swc2017.aksw.org/task2/dataset/3313570,0,4,169
http://swc2017.aksw.org/task2/dataset/3313582,0,0,31
http://swc2017.aksw.org/task2/dataset/3313700,1,4,31
http://swc2017.aksw.org/task2/dataset/3313706,0,0,31
http://swc2017.aksw.org/task2/dataset/3313868,0,0,169
http://swc2017.aksw.org/task2/dataset/3314101,0,0,169
http://swc2017.aksw.org/task2/dataset/3314159,0,4,31
http://swc2017.aksw.org/task2/dataset/3314297,0,1,63
http://swc2017.aksw.org/task2/dataset/3314652,0,0,31
http://swc2017.aksw.org/task2/dataset/3314695,0,4,31
http://swc2017.aksw.org/task2/dataset/3314696,0,4,169
http://swc2017.aksw.org/task2/dataset/3314990,0,0,0
http://swc2017.aksw.org/task2/dataset/3315556,0,0,169
http://swc2017.aksw.org/task2/dataset/3315867,0,0,31
http://swc2017.aksw.org/task2/dataset/3316080,0,0,31
http://swc2017.aksw.org/task2/dataset/3316285,0,3,31
http://swc2017.aksw.org/task2/dataset/3316314,0,0,31
http://swc2017.aksw.org/task2/dataset/3316389,0,0,61
http://swc2017.aksw.org/task2/dataset/3316595,1,3,169
http://swc2017.aksw.org/task2/dataset/3316845,0,0,169
http://swc2017.aksw.org/task2/dataset/3316942,0,0,156
http://swc2017.aksw.org/task2/dataset/3316968,0,0,31
http://swc2017.aksw.org/task2/dataset/3317321,0,0,31
http://swc2017.aksw.org/task2/dataset/3317982,0,0,0
http://swc2017.aksw.org/task2/dataset/3318117,1,1,31
http://swc2017.aksw.org/task2/dataset/3318131,0,0,31
http://swc2017.aksw.org/task2/dataset/3318526,0,0,31
http://swc2017.aksw.org/task2/dataset/3318617,0,0,31
http://swc2017.aksw.org/task2/dataset/3318625,0,0,169
http://swc2017.aksw.org/task2/dataset/3318640,0,2,31
http://swc2017.aksw.org/task2/dataset/3319294,0,5,31
http://swc2017.aksw.org/task2/dataset/3320174,0,16,31
http://swc2017.aksw.org/task2/dataset/3320347,0,0,169
http://swc2017.aksw.org/task2/dataset/3320479,0,0,169
http://swc2017.aksw.org/task2/dataset/3320670,0,0,31
http://swc2017.aksw.org/task2/dataset/3320759,0,0,2
http://swc2017.aksw.org/task2/dataset/3321081,0,2,61
http://swc2017.aksw.org/task2/dataset/3321166,0,0,0
http://swc2017.aksw.org/task2/dataset/3321195,0,1,31
http://swc2017.aksw.org/task2/dataset/3321337,1,5,169
http://swc2017.aksw.org/task2/dataset/3321370,0,0,31
http://swc2017.aksw.org/task2/dataset/3321497,0,0,31
http://swc2017.aksw.org/task2/dataset/3323850,0,0,31
http://swc2017.aksw.org/task2/dataset/3324003,0,0,31
http://swc2017.aksw.org/task2/dataset/3324386,0,0,169
http://swc2017.aksw.org/task2/dataset/3325169,1,3,196
http://swc2017.aksw.org/task2/dataset/3325386,0,0,31
http://swc2017.aksw.org/task2/dataset/3326237,0,0,0
http://swc2017.aksw.org/task2/dataset/3326872,0,0,169
http://swc2017.aksw.org/task2/dataset/3327148,0,2,196
http://swc2017.aksw.org/task2/dataset/3327724,0,4,31
http://swc2017.aksw.org/task2/dataset/3328211,0,0,31
http://swc2017.aksw.org/task2/dataset/3329056,0,1,61
http://swc2017.aksw.org/task2/dataset/3329423,0,8,31
http://swc2017.aksw.org/task2/dataset/3329941,0,0,169
http://swc2017.aksw.org/task2/dataset/3330442,0,0,31
http://swc2017.aksw.org/task2/dataset/3332217,0,0,0
http://swc2017.aksw.org/task2/dataset/3332830,0,0,4
http://swc2017.aksw.org/task2/dataset/3333389,0,3,169
http://swc2017.aksw.org/task2/dataset/3336569,0,1,31
http://swc2017.aksw.org/task2/dataset/3336882,0,0,31
http://swc2017.aksw.org/task2/dataset/3337014,0,1,0
http://swc2017.aksw.org/task2/dataset/3338252,0,0,61
http://swc2017.aksw.org/task2/dataset/3339005,0,1,31
http://swc2017.aksw.org/task2/dataset/3339371,0,0,31
http://swc2017.aksw.org/task2/dataset/3339645,0,0,169
http://swc2017.aksw.org/task2/dataset/3340339,0,0,31
http://swc2017.aksw.org/task2/dataset/3341936,0,0,196
http://swc2017.aksw.org/task2/dataset/3343269,0,0,169
http://swc2017.aksw.org/task2/dataset/3345223,0,4,31
http://swc2017.aksw.org/task2/dataset/3346543,0,0,31
http://swc2017.aksw.org/task2/dataset/3346598,0,11,31
http://swc2017.aksw.org/task2/dataset/3346801,1,2,156
http://swc2017.aksw.org/task2/dataset/3347316,1,1,61
http://swc2017.aksw.org/task2/dataset/3347376,1,2,312
http://swc2017.aksw.org/task2/dataset/3349420,0,15,0
http://swc2017.aksw.org/task2/dataset/3350093,0,0,31
http://swc2017.aksw.org/task2/dataset/3350961,0,0,0
http://swc2017.aksw.org/task2/dataset/3353540,0,5,61
http://swc2017.aksw.org/task2/dataset/3354539,0,0,31
http://swc2017.aksw.org/task2/dataset/3355072,0,0,31
http://swc2017.aksw.org/task2/dataset/3355229,0,0,169
http://swc2017.aksw.org/task2/dataset/3357864,0,0,61
http://swc2017.aksw.org/task2/dataset/3358281,0,0,31
http://swc2017.aksw.org/task2/dataset/3359177,0,0,0
http://swc2017.aksw.org/task2/dataset/3360256,0,0,31
http://swc2017.aksw.org/task2/dataset/3363285,0,0,31
http://swc2017.aksw.org/task2/dataset/3364825,1,2,31
http://swc2017.aksw.org/task2/dataset/3365050,1,2,31
http://swc2017.aksw.org/task2/dataset/3365311,1,6,196
http://swc2017.aksw.org/task2/dataset/3366519,0,0,169
http://swc2017.aksw.org/task2/dataset/3367973,0,0,169
http://swc2017.aksw.org/task2/dataset/3371625,0,0,31
http://swc2017.aksw.org/task2/dataset/3372222,0,0,31
http://swc2017.aksw.org/task2/dataset/3374812,0,8,31
http://swc2017.aksw.org/task2/dataset/3375008,0,4,31
http://swc2017.aksw.org/task2/dataset/3376072,0,0,31
http://swc2017.aksw.org/task2/dataset/3376105,0,0,31
http://swc2017.aksw.org/task2/dataset/3377524,0,7,31
http://swc2017.aksw.org/task2/dataset/3378506,0,8,31
http://swc2017.aksw.org/task2/dataset/3378680,0,0,169
http://swc2017.aksw.org/task2/dataset/3379194,0,0,31
http://swc2017.aksw.org/task2/dataset/3379432,0,0,4
http://swc2017.aksw.org/task2/dataset/3380479,0,2,31
http://swc2017.aksw.org/task2/dataset/3381391,1,2,61
http://swc2017.aksw.org/task2/dataset/3381590,0,2,156
http://swc2017.aksw.org/task2/dataset/3382349,0,0,31
http://swc2017.aksw.org/task2/dataset/3383019,0,0,3
http://swc2017.aksw.org/task2/dataset/3383867,0,0,31
http://swc2017.aksw.org/task2/dataset/3384264,0,0,0
http://swc2017.aksw.org/task2/dataset/3385020,0,0,31
http://swc2017.aksw.org/task2/dataset/3385345,0,0,31
http://swc2017.aksw.org/task2/dataset/3386149,0,11,196
http://swc2017.aksw.org/task2/dataset/3386366,1,4,196
http://swc2017.aksw.org/task2/dataset/3387586,0,0,169
http://swc2017.aksw.org/task2/dataset/3387592,0,0,169
http://swc2017.aksw.org/task2/dataset/3388743,0,0,31
http://swc2017.aksw.org/task2/dataset/3389258,0,0,31
http://swc2017.aksw.org/task2/dataset/3389911,0,0,31
http://swc2017.aksw.org/task2/dataset/3391729,0,0,169
http://swc2017.aksw.org/task2/dataset/3392034,0,0,61
http://swc2017.aksw.org/task2/dataset/3392191,0,0,31
http://swc2017.aksw.org/task2/dataset/3392697,0,3,169
http://swc2017.aksw.org/task2/dataset/3393661,1,1,169
http://swc2017.aksw.org/task2/dataset/3393891,0,0,31
http://swc2017.aksw.org/task2/dataset/3394116,0,7,31
http://swc2017.aksw.org/task2/dataset/3395187,1,2,31
http://swc2017.aksw.org/task2/dataset/3396988,0,4,31
http://swc2017.aksw.org/task2/dataset/3397161,0,0,61
http://swc2017.aksw.org/task2/dataset/3399684,0,0,31
http://swc2017.aksw.org/task2/dataset/3399851,0,4,31
http://swc2017.aksw.org/task2/dataset/3400267,0,0,0
http://swc2017.aksw.org/task2/dataset/3400495,0,0,0
http://swc2017.aksw.org/task2/dataset/3400827,0,1,26
http://swc2017.aksw.org/task2/dataset/3401055,0,0,0
http://swc2017.aksw.org/task2/dataset/3402382,1,1,11
http://swc2017.aksw.org/task2/dataset/3403256,1,1,5
http://swc2017.aksw.org/task2/dataset/3403538,1,1,7
http://swc2017.aksw.org/task2/dataset/3403898,0,1,13
http://swc2017.aksw.org/task2/dataset/3404105,0,0,0
http://swc2017.aksw.org/task2/dataset/3404185,1,1,1
http://swc2017.aksw.org/task2/dataset/3405233,0,1,0
http://swc2017.aksw.org/task2/dataset/3405931,0,0,1
http://swc2017.aksw.org/task2/dataset/3406096,0,0,27
http://swc2017.aksw.org/task2/dataset/3406247,0,1,0
http://swc2017.aksw.org/task2/dataset/3406412,1,1,1
http://swc2017.aksw.org/task2/dataset/3406806,0,0,3
http://swc2017.aksw.org/task2/dataset/3407037,1,1,14
http://swc2017.aksw.org/task2/dataset/3407109,0,1,25
http://swc2017.aksw.org/task2/dataset/3407573,1,1,14
http://swc2017.aksw.org/task2/dataset/3407950,0,1,1
http://swc2017.aksw.org/task2/dataset/3408127,0,1,13
http://swc2017.aksw.org/task2/dataset/3408466,0,0,1
http://swc2017.aksw.org/task2/dataset/3408653,0,1,15
http://swc2017.aksw.org/task2/dataset/3409658,0,1,16
http://swc2017.aksw.org/task2/dataset/3409965,0,1,15
http://swc2017.aksw.org/task2/dataset/3410222,0,1,11
http://swc2017.aksw.org/task2/dataset/3410605,0,1,17
http://swc2017.aksw.org/task2/dataset/3410743,0,1,15
http://swc2017.aksw.org/task2/dataset/3410891,0,0,29
http://swc2017.aksw.org/task2/dataset/3410924,0,1,1
http://swc2017.aksw.org/task2/dataset/3411013,1,1,41
http://swc2017.aksw.org/task2/dataset/3411042,0,0,0
http://swc2017.aksw.org/task2/dataset/3411053,0,0,0
http://swc2017.aksw.org/task2/dataset/3411220,1,1,38
http://swc2017.aksw.org/task2/dataset/3411296,0,1,1
http://swc2017.aksw.org/task2/dataset/3411507,1,1,3
http://swc2017.aksw.org/task2/dataset/3411608,1,1,1
http://swc2017.aksw.org/task2/dataset/3411706,0,1,12
http://swc2017.aksw.org/task2/dataset/3411873,1,1,13
http://swc2017.aksw.org/task2/dataset/3412089,0,1,0
http://swc2017.aksw.org/task2/dataset/3412177,0,0,0
http://swc2017.aksw.org/task2/dataset/3412238,1,1,1
http://swc2017.aksw.org/task2/dataset/3412384,0,1,0
http://swc2017.aksw.org/task2/dataset/3412428,0,2,54
http://swc2017.aksw.org/task2/dataset/3412727,0,1,11
http://swc2017.aksw.org/task2/dataset/3412986,1,1,54
http://swc2017.aksw.org/task2/dataset/3413380,0,1,0
http://swc2017.aksw.org/task2/dataset/3413428,0,1,218
http://swc2017.aksw.org/task2/dataset/3413826,0,0,0
http://swc2017.aksw.org/task2/dataset/3413962,1,1,8
http://swc2017.aksw.org/task2/dataset/3413978,1,1,218
http://swc2017.aksw.org/task2/dataset/3414167,0,1,15
http://swc2017.aksw.org/task2/dataset/3414295,0,0,0
http://swc2017.aksw.org/task2/dataset/3414569,1,4,1
http://swc2017.aksw.org/task2/dataset/3414577,0,0,53
http://swc2017.aksw.org/task2/dataset/3414592,1,1,2
http://swc2017.aksw.org/task2/dataset/3414689,0,1,0
http://swc2017.aksw.org/task2/dataset/3414698,0,2,0
http://swc2017.aksw.org/task2/dataset/3414796,0,0,2
http://swc2017.aksw.org/task2/dataset/3414812,1,1,13
http://swc2017.aksw.org/task2/dataset/3415450,0,0,0
http://swc2017.aksw.org/task2/dataset/3415519,0,1,2
http://swc2017.aksw.org/task2/dataset/3415550,1,1,41
http://swc2017.aksw.org/task2/dataset/3415705,0,1,11
http://swc2017.aksw.org/task2/dataset/3415847,0,0,0
http://swc2017.aksw.org/task2/dataset/3415850,1,1,23
http://swc2017.aksw.org/task2/dataset/3415982,0,0,0
http://swc2017.aksw.org/task2/dataset/3416092,0,1,0
http://swc2017.aksw.org/task2/dataset/3416444,0,0,0
http://swc2017.aksw.org/task2/dataset/3416689,0,0,1
http://swc2017.aksw.org/task2/dataset/3416708,0,1,3
http://swc2017.aksw.org/task2/dataset/3416735,1,1,2
http://swc2017.aksw.org/task2/dataset/3416781,1,1,1
http://swc2017.aksw.org/task2/dataset/3416865,1,1,2
http://swc2017.aksw.org/task2/dataset/3416887,0,0,0
http://swc2017.aksw.org/task2/dataset/3417441,0,0,2
http://swc2017.aksw.org/task2/dataset/3417672,0,2,2
http://swc2017.aksw.org/task2/dataset/3417880,1,1,83
http://swc2017.aksw.org/task2/dataset/3417882,1,1,1
http://swc2017.aksw.org/task2/dataset/3417968,0,1,17
http://swc2017.aksw.org/task2/dataset/3418028,0,0,0
http://swc2017.aksw.org/task2/dataset/3418031,1,2,4
http://swc2017.aksw.org/task2/dataset/3418079,0,1,0
http://swc2017.aksw.org/task2/dataset/3418213,1,1,12
http://swc2017.aksw.org/task2/dataset/3418259,0,0,0
http://swc2017.aksw.org/task2/dataset/3418461,0,0,1
http://swc2017.aksw.org/task2/dataset/3418631,0,0,6
http://swc2017.aksw.org/task2/dataset/3418757,0,1,1
http://swc2017.aksw.org/task2/dataset/3419018,0,0,0
http://swc2017.aksw.org/task2/dataset/3419123,1,1,53
http://swc2017.aksw.org/task2/dataset/3419156,0,0,0
http://swc2017.aksw.org/task2/dataset/3419160,0,2,3
http://swc2017.aksw.org/task2/dataset/3419335,1,1,18
http://swc2017.aksw.org/task2/dataset/3419347,0,0,1
http://swc2017.aksw.org/task2/dataset/3419361,0,0,3
http://swc2017.aksw.org/task2/dataset/3419463,1,1,2
http://swc2017.aksw.org/task2/dataset/3419469,0,1,27
http://swc2017.aksw.org/task2/dataset/3419479,1,2,10
http://swc2017.aksw.org/task2/dataset/3419719,0,0,0
http://swc2017.aksw.org/task2/dataset/3419757,1,1,18
http://swc2017.aksw.org/task2/dataset/3419828,1,1,25
http://swc2017.aksw.org/task2/dataset/3419884,0,0,1
http://swc2017.aksw.org/task2/dataset/3420046,1,1,24
http://swc2017.aksw.org/task2/dataset/3420389,1,1,8
http://swc2017.aksw.org/task2/dataset/3420485,0,2,1
http://swc2017.aksw.org/task2/dataset/3420536,0,2,14
http://swc2017.aksw.org/task2/dataset/3420628,0,0,0
http://swc2017.aksw.org/task2/dataset/3420748,0,1,21
http://swc2017.aksw.org/task2/dataset/3420907,0,1,0
http://swc2017.aksw.org/task2/dataset/3421433,1,1,5
http://swc2017.aksw.org/task2/dataset/3421446,0,0,0
http://swc2017.aksw.org/task2/dataset/3422027,0,0,0
http://swc2017.aksw.org/task2/dataset/3422271,0,1,0
http://swc2017.aksw.org/task2/dataset/3422735,1,1,1
http://swc2017.aksw.org/task2/dataset/3422813,0,0,0
http://swc2017.aksw.org/task2/dataset/3423210,0,0,1
http://swc2017.aksw.org/task2/dataset/3423478,1,1,1
http://swc2017.aksw.org/task2/dataset/3424366,1,1,13
http://swc2017.aksw.org/task2/dataset/3424945,0,0,0
http://swc2017.aksw.org/task2/dataset/3425053,1,1,1
http://swc2017.aksw.org/task2/dataset/3425434,0,0,0
http://swc2017.aksw.org/task2/dataset/3426204,1,1,2
http://swc2017.aksw.org/task2/dataset/3426308,0,0,0
http://swc2017.aksw.org/task2/dataset/3426616,0,2,2
http://swc2017.aksw.org/task2/dataset/3426772,0,1,16
http://swc2017.aksw.org/task2/dataset/3428067,0,0,1
http://swc2017.aksw.org/task2/dataset/3428396,0,0,3
http://swc2017.aksw.org/task2/dataset/3429975,1,1,2
http://swc2017.aksw.org/task2/dataset/3430259,0,0,0
http://swc2017.aksw.org/task2/dataset/3430570,1,1,5
http://swc2017.aksw.org/task2/dataset/3433021,1,1,1
http://swc2017.aksw.org/task2/dataset/3433284,1,1,10
http://swc2017.aksw.org/task2/dataset/3433524,0,0,0
http://swc2017.aksw.org/task2/dataset/3433851,1,1,244
http://swc2017.aksw.org/task2/dataset/3434336,0,0,2
http://swc2017.aksw.org/task2/dataset/3435121,1,5,1
http://swc2017.aksw.org/task2/dataset/3435690,0,1,0
http://swc2017.aksw.org/task2/dataset/3436223,0,1,92
http://swc2017.aksw.org/task2/dataset/3436336,0,0,1
http://swc2017.aksw.org/task2/dataset/3436630,0,1,1
http://swc2017.aksw.org/task2/dataset/3437611,1,2,1
http://swc2017.aksw.org/task2/dataset/3439561,0,0,0
http://swc2017.aksw.org/task2/dataset/3439988,0,0,41
http://swc2017.aksw.org/task2/dataset/3441378,0,0,0
http://swc2017.aksw.org/task2/dataset/3441473,0,0,0
http://swc2017.aksw.org/task2/dataset/3442167,0,0,0
http://swc2017.aksw.org/task2/dataset/3442168,1,1,26
http://swc2017.aksw.org/task2/dataset/3442184,0,0,0
http://swc2017.aksw.org/task2/dataset/3442504,0,0,1
http://swc2017.aksw.org/task2/dataset/3443937,0,0,1
http://swc2017.aksw.org/task2/dataset/3447087,0,0,1
http://swc2017.aksw.org/task2/dataset/3448283,1,2,1
http://swc2017.aksw.org/task2/dataset/3448350,1,1,37
http://swc2017.aksw.org/task2/dataset/3448507,0,0,0
http://swc2017.aksw.org/task2/dataset/3448616,0,0,0
http://swc2017.aksw.org/task2/dataset/3449146,1,1,1
http://swc2017.aksw.org/task2/dataset/3449184,0,0,1
http://swc2017.aksw.org/task2/dataset/3449767,0,1,4
http://swc2017.aksw.org/task2/dataset/3449970,0,2,14
http://swc2017.aksw.org/task2/dataset/3451245,1,1,6
http://swc2017.aksw.org/task2/dataset/3453016,0,0,0
http://swc2017.aksw.org/task2/dataset/3454210,0,0,1
http://swc2017.aksw.org/task2/dataset/3454426,1,1,10
http://swc2017.aksw.org/task2/dataset/3455271,1,1,2
http://swc2017.aksw.org/task2/dataset/3455947,1,1,3
http://swc2017.aksw.org/task2/dataset/3456720,1,1,109
http://swc2017.aksw.org/task2/dataset/3456750,1,2,71
